"PID","message_choice","is_dom","CWV","message_aff","message_dom","choice_dom","comp_dom","attitude_dom","choice_aff","comp_aff","attitude_aff","nompred_dom","nompred_aff","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","MID_aff","MID_dom","age","race","edu","income","gender","employment","feedback"
118,"aff",0,3.7,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",44,4,"do task",40,5,1,1,101,121,135,143,150,158,163,171,181,200,5,4,3,2,4,4,5,2,5,3,1,"EP725gv","MR621vy",41,"white","2yearColl","$40,001-$60,000","woman","Full-time",""
119,"aff",0,2.3,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","do task",41,3,"do task",46,7,0,1,97,95,83,84,64,59,73,89,80,102,2,5,2,3,2,2,2,2,1,2,1,"BD990bc","GJ795ld",41,"hispanic","4yearColl","$80,001-$100,000","woman","Full-time",""
120,"aff",0,3.7,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",24,2,"do task",46,6,0,1,100,100,100,102,104,145,148,191,198,200,4,4,4,4,2,4,4,4,3,4,1,"YF438np","GJ795ld",41,NA,"4yearColl","$80,001-$100,000","woman","Full-time",""
121,"aff",0,3,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","skip task",0,2,"do task",35,7,0,1,200,200,200,200,200,200,200,200,200,200,6,2,2,5,1,5,1,2,3,3,1,"HU074mk","PT099gj",30,"black","2yearColl","$40,001-$60,000","man","Full-time",""
122,"aff",0,4,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","do task",48,3,"do task",43,6,0,1,23,44,71,93,117,137,142,154,172,200,4,3,4,4,4,5,3,5,4,4,0,"EP725gv","XD206yn",25,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
123,"aff",0,3.9,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",45,2,"do task",30,6,0,1,0,0,0,50,50,100,100,200,200,200,6,1,2,5,7,6,1,1,5,5,1,"LW745iy","PT099gj",28,"white","GED","$80,001-$100,000","man","Full-time","I found the study to be quite engaging, especially when asked to determine the bonus I would award my employee based on their performance."
124,"aff",0,1.1,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",25,1,"do task",45,6,0,1,0,0,0,0,0,0,0,0,100,200,1,1,1,1,1,1,1,1,1,2,1,"LW745iy","ZC801er",51,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
125,"dom",1,3.2,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","do task",4,4,"do task",7,4,1,1,29,55,66,31,25,25,12,7,3,2,1,2,4,4,4,4,4,1,4,4,1,"VQ327uf","GV333wu",39,"black","4yearColl","$20,001-$40,000","man","Full-time",""
126,"aff",0,3.1,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","do task",30,3,"do task",35,5,0,1,0,1,2,3,5,10,20,40,100,200,2,5,2,3,2,3,2,3,5,4,1,"TO642sj","GJ795ld",25,"white","4yearColl","$40,001-$60,000","man","Full-time",""
127,"aff",0,1.1,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",15,1,"do task",40,6,0,1,100,100,120,120,140,200,200,200,200,200,1,1,1,1,1,1,1,1,1,2,1,"LW745iy","XD206yn",52,"white","4yearColl","$80,001-$100,000","woman","Part-time",""
128,"aff",0,3.5,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","skip task",45,6,"skip task",45,7,0,1,0,5,15,25,50,70,100,160,180,200,6,5,2,2,3,6,2,2,2,5,1,"XT894iw","YI774jh",45,"white","4yearColl","$40,001-$60,000","man","Full-time",""
129,"aff",0,2.7,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","This exercise determines your bonus. So do your best or your bonus will be affected.","skip task",41,3,"skip task",42,4,0,1,61,150,108,36,188,88,142,193,172,200,5,3,2,1,3,3,2,1,3,4,1,"YF438np","XW406gb",39,"white","4yearColl","Over $200,000","woman","Full-time",""
130,"aff",0,2.8,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","do task",31,5,"do task",45,7,0,1,5,10,10,20,20,35,40,50,75,100,5,1,2,1,1,6,1,4,2,5,1,"EP725gv","YI774jh",41,"white","GED","$40,001-$60,000","man","Part-time",""
131,"aff",0,3.3,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",50,6,"do task",50,6,1,1,100,100,100,99,108,90,122,112,110,100,2,5,1,1,3,5,3,3,5,5,1,"PA168kd","PT099gj",44,"multiracial","2yearColl","$40,001-$60,000","man","Full-time",""
132,"aff",0,2.9,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",50,1,"do task",50,7,0,1,41,60,60,60,80,100,150,150,200,200,6,6,1,2,2,7,1,1,1,2,1,"VM414kq","LC320iz",24,"multiracial","2yearColl","$80,001-$100,000","woman","Full-time",""
133,"aff",0,2.4,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",50,2,"do task",50,7,0,1,20,40,60,80,100,120,140,160,180,200,1,3,1,2,5,6,1,1,1,3,1,"OA261ld","PT099gj",49,"white","4yearColl","$80,001-$100,000","woman","Full-time","No comment."
134,"aff",0,4.1,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","do task",31,5,"do task",36,6,1,1,64,77,31,35,48,100,41,133,145,72,6,3,5,5,3,5,3,3,5,3,1,"AC528ed","WC835pl",36,"black","GED","$20,001-$40,000","man","Full-time",""
135,"aff",0,2.5,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",16,1,"do task",42,6,0,1,20,46,64,86,105,125,146,166,189,200,3,4,2,1,1,5,3,1,2,3,1,"VD105li","MR621vy",37,"white","4yearColl","Over $200,000","woman","Full-time, Homemaker",""
136,"aff",0,1.9,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","do task",36,2,"do task",41,6,0,1,60,81,109,137,153,163,174,181,194,200,2,1,1,3,1,4,1,1,3,2,1,"BD990bc","GV333wu",44,"white","4yearColl","$0-$20,000","woman","Full-time",""
137,"aff",0,3.1,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",40,5,"do task",50,6,0,1,18,41,60,81,102,121,143,161,181,200,4,3,2,1,4,3,4,2,4,4,1,"HJ188qx","AB972vt",29,"white","GED","$40,001-$60,000","woman","Full-time",""
138,"dom",1,2.9,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","do task",40,4,"do task",43,4,1,1,101,135,98,79,90,79,61,66,60,64,3,3,3,4,1,4,4,1,3,3,1,"VQ327uf","YI774jh",49,"white","MA","$100,001-$120,000","woman","Full-time",""
139,"aff",0,3.1,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","do task",50,2,"do task",43,6,0,1,17,31,42,47,52,51,79,65,200,198,3,4,2,2,4,4,3,2,3,4,1,"RA103dx","JI806xu",45,"hispanic","GED","$20,001-$40,000","woman","UnemployedOther",""
140,"aff",0,2.6,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",34,2,"do task",44,7,0,1,17,38,61,76,96,111,132,152,175,200,2,3,3,2,1,5,2,3,3,2,1,"DV618ch","AB972vt",57,"white","2yearColl","$20,001-$40,000","woman","Part-time",""
141,"aff",0,4,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","do task",35,7,"do task",37,7,1,1,118,99,103,95,89,85,92,95,91,94,7,1,7,7,1,7,1,7,1,1,0,"OA261ld","GV333wu",41,"white","GED","$80,001-$100,000","man","Full-time",""
142,"aff",0,3,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","skip task",0,1,"do task",37,7,1,1,10,20,30,40,50,60,70,80,89,100,5,3,1,5,1,5,2,1,2,5,1,"HU074mk","LB941bt",33,"white","4yearColl","$40,001-$60,000","woman","Full-time",""
143,"aff",0,2.9,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",28,1,"do task",40,7,0,1,20,40,60,81,101,120,139,150,166,200,5,1,1,6,1,3,1,1,5,5,1,"HJ188qx","ZC801er",25,"multiracial","4yearColl","$40,001-$60,000","woman","Full-time",""
144,"aff",0,2.5,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","do task",30,2,"do task",50,7,0,1,0,0,20,20,40,40,80,120,160,200,5,3,1,1,3,5,1,1,2,3,1,"BA092or","LB941bt",38,"white","4yearColl","Over $200,000","woman","Full-time",""
145,"aff",0,2,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","do task",45,3,"do task",40,6,0,1,150,150,200,200,200,200,200,200,200,200,5,3,1,1,1,3,1,1,2,2,1,"AC528ed","WC835pl",36,"white","GED","$20,001-$40,000","man","Full-time",""
146,"aff",0,3.6,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","skip task",15,2,"do task",24,3,0,1,25,46,68,87,105,124,143,168,182,200,5,3,3,3,4,4,4,4,3,3,1,"TC529xj","YI774jh",32,"white","GED","$40,001-$60,000","man","Full-time",""
147,"aff",0,2.4,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","do task",25,2,"do task",40,7,0,1,14,45,80,100,100,110,110,115,165,200,5,2,2,2,1,3,3,1,3,2,1,"XT894iw","KJ482kw",35,"white","MA","$60,001-$80,000","woman","Full-time","None"
148,"aff",0,1.9,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","do task",35,3,"do task",40,6,0,1,20,40,60,80,100,120,140,160,180,200,2,3,1,2,2,2,1,2,2,2,1,"KF800kz","KJ482kw",33,"white","GED","$40,001-$60,000","man","Full-time",""
149,"aff",0,2.7,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","do task",33,2,"do task",42,5,0,1,29,52,94,135,149,175,185,187,200,200,2,3,5,2,2,2,4,1,3,3,1,"AC528ed","YI774jh",54,"white","GED","$20,001-$40,000","man","Full-time",""
150,"aff",0,2.5,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","skip task",36,1,"do task",50,7,0,1,10,20,30,40,60,75,100,130,150,200,4,4,1,1,3,1,3,1,3,4,1,"HU074mk","LB941bt",35,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
151,"aff",0,2.9,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",34,3,"do task",31,5,0,1,109,115,123,111,119,128,125,124,157,183,4,3,2,2,3,4,4,2,2,3,1,"EP725gv","AB972vt",30,"asian","PHD","$100,001-$120,000","woman","Part-time",""
152,"aff",0,2.5,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",15,1,"do task",30,5,0,1,1,5,15,62,80,95,100,135,175,200,3,3,2,2,2,2,3,1,3,4,1,"BD990bc","XD206yn",32,"white","PHD","Over $200,000","man","Full-time",""
153,"aff",0,3.4,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",40,3,"do task",45,5,0,1,200,200,200,200,200,200,200,200,200,200,5,4,2,3,2,5,3,2,4,4,1,"DV618ch","XW406gb",46,"white","PHD","Over $200,000","man","Full-time",""
154,"aff",0,2.6,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","skip task",38,3,"do task",35,6,0,1,0,0,25,50,75,100,125,150,175,200,5,1,2,2,2,1,3,1,5,4,1,"EP725gv","AB972vt",22,"white","2yearColl","$20,001-$40,000","woman","Part-time",""
155,"aff",0,1.5,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","skip task",15,3,"do task",45,7,0,1,84,99,109,115,123,137,141,154,175,200,1,2,1,1,1,5,1,1,1,1,1,"SM837hk","PT099gj",28,"black","GED","$40,001-$60,000","woman","Full-time",""
156,"aff",0,3.8,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","skip task",8,2,"do task",36,5,0,1,0,0,0,0,0,105,105,127,152,200,4,2,5,5,2,4,3,3,4,6,1,"BA092or","MR621vy",31,"white","MA","$40,001-$60,000",NA,"Part-time",""
157,"aff",0,1.4,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",30,6,"do task",46,7,0,1,5,15,20,33,49,63,91,121,159,200,1,1,1,1,1,1,1,1,1,5,1,"VD105li","PT099gj",48,"white","MA","$80,001-$100,000","woman","Full-time",""
158,"aff",0,4,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",30,2,"do task",40,7,0,1,42,60,80,100,120,140,160,180,191,200,6,2,5,6,3,5,2,6,2,3,1,"OA261ld","LC320iz",38,"white","4yearColl","$40,001-$60,000","woman","Full-time","The survey was clear and easy to follow."
159,"aff",0,2.5,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","do task",20,2,"do task",35,6,0,1,0,30,60,90,110,125,150,170,190,200,3,3,2,1,2,3,3,2,3,3,1,"BD990bc","JI806xu",34,"white","GED","$60,001-$80,000","man","Full-time",""
160,"aff",0,2.3,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","skip task",5,1,"do task",40,6,0,1,16,38,56,69,89,114,136,159,180,200,4,4,1,1,1,4,1,1,1,5,1,"SM837hk","LC320iz",32,"white","4yearColl","$40,001-$60,000","man","Full-time",""
161,"dom",1,3.1,"I am hoping you can lend your expertise on this request, given that I know you have a knack for this type of thing! I really appreciate your help, and please let me know if you have any questions!","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","skip task",20,2,"do task",30,6,0,1,17,35,56,76,100,113,125,146,180,200,4,4,2,3,4,6,2,2,1,3,1,"UD880hg","MR621vy",21,"black","GED","$20,001-$40,000","woman","Full-time","No comment."
162,"aff",0,1.6,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","Reminder those that do not complete the task will not be compensated properly.","skip task",35,3,"do task",45,6,0,1,0,5,10,25,45,60,75,90,100,125,4,2,1,1,1,1,1,1,2,2,1,"RA103dx","OL009mq",54,"white","4yearColl","$120,001-$140,000","man","Full-time",""
163,"aff",0,2.7,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","skip task",22,2,"do task",47,6,0,1,100,102,104,110,117,164,184,187,200,200,3,3,3,3,4,3,2,1,3,2,1,"JV696yc","GV333wu",52,"white","4yearColl","Over $200,000","woman","Part-time",""
164,"aff",0,1.9,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",25,2,"do task",25,5,0,1,200,200,200,200,200,200,200,200,200,200,1,7,1,1,1,1,1,1,2,3,1,"RA103dx","XD206yn",47,"white","PHD","$60,001-$80,000","man","Full-time",""
165,"dom",1,2.4,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",47,2,"skip task",39,6,0,1,2,16,42,62,86,99,123,147,179,200,4,2,2,2,2,4,2,2,2,2,1,"YF438np","XW406gb",29,"asian","MA","$120,001-$140,000","woman","Full-time",""
166,"aff",0,1,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","do task",41,3,"do task",44,6,0,1,170,172,171,175,176,175,177,180,181,183,1,1,1,1,1,1,1,1,1,1,1,"LW745iy","JI806xu",45,"white","PHD","$100,001-$120,000","woman","UnemployedHomemaker",""
167,"aff",0,1.8,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","do task",40,7,"do task",37,7,1,1,143,147,150,149,160,167,175,178,192,200,5,1,1,1,1,5,1,1,1,1,1,"HJ188qx","LB941bt",37,"hispanic","GED","$100,001-$120,000","man","Full-time",""
168,"aff",0,1.9,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",4,1,"do task",46,7,0,1,100,142,145,162,200,200,200,200,200,200,3,1,1,1,4,4,1,1,1,2,1,"LW745iy","MR621vy",32,"black","MA","$40,001-$60,000","woman","Full-time",""
169,"aff",0,2.8,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","do task",44,6,"do task",47,6,0,1,0,0,200,200,200,200,200,200,200,200,5,2,2,3,2,6,2,2,2,2,1,"SM837hk","YI774jh",39,"white","GED","$20,001-$40,000","man","Full-time",""
170,"aff",0,3.1,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Reminder those that do not complete the task will not be compensated properly.","do task",41,4,"do task",48,6,0,1,200,200,200,200,200,200,200,200,200,200,4,4,2,3,5,4,2,2,2,3,1,"TC529xj","OL009mq",36,"white","GED","$100,001-$120,000","woman","Full-time",""
171,"aff",0,2.7,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",15,2,"do task",40,5,0,1,42,50,50,51,61,71,100,121,180,200,4,2,2,2,3,5,2,2,2,3,1,"VD105li","JI806xu",56,"white","4yearColl","$40,001-$60,000","woman","Full-time",""
172,"aff",0,2.8,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",40,3,"do task",40,6,0,1,49,60,70,80,90,100,110,120,130,150,3,3,1,6,2,5,1,1,1,5,1,"BA092or","LC320iz",37,"white","GED","$0-$20,000","man","Unemployed",""
173,"aff",0,2.5,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","do task",40,2,"do task",40,5,0,1,0,20,40,60,90,120,140,160,180,200,4,3,1,1,2,1,1,1,5,6,1,"AC528ed","GJ795ld",33,"white","4yearColl","Over $200,000","man","Full-time",""
174,"aff",0,3.3,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",25,1,"do task",46,6,1,1,100,100,100,100,100,200,200,200,200,200,5,4,4,2,2,6,3,2,2,3,1,"VQ327uf","JI806xu",37,"white","MA","$60,001-$80,000","woman","Full-time",""
175,"aff",0,2.1,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",21,2,"do task",37,3,0,1,0,0,0,0,45,57,74,166,187,200,2,2,4,2,1,2,2,2,2,2,1,"OA261ld","GJ795ld",45,"white","4yearColl","$120,001-$140,000","man","Full-time",""
