"PID","cond","reflection","choicedom","message_choice","pref_cont","CWV","pred_choice","pred_comp","pred_att","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","att_2","is_elg","age","race","edu","income","gender","employment","feedback"
190,"neg","The employee might think he has to try even harder then he ever has and over work himself.",0,"nondom",1,3.4,"skip",10,2,5,28,31,39,34,57,78,93,94,100,5,2,5,7,1,6,1,1,1,5,1,0,0,18,"black","GED","$100,001-$120,000","man","Part-time","Good simple study"
191,"neg","The employee might feel pressured and micromanaged by the manager tone which comes off as demanding and transactional rather that supportive this could lead them to feel understand as if their effort is only being measured by the bonus outcome and not their overll contribution or well- being.",0,"nondom",1,3.9,"do",34,7,51,67,43,74,51,52,54,78,54,77,4,3,6,6,3,4,4,6,2,1,1,1,1,33,"black","4yearColl","$60,001-$80,000","man","Full-time","had a great study"
192,"pos","The might respect my candidness if I send this kind of message.  The message is straightforward and to the point.  No sugar coating.",1,"dom",4,3.4,"skip",40,4,10,20,30,40,50,60,71,80,89,100,4,4,3,3,2,4,3,3,2,6,1,1,1,39,"white","GED","$40,001-$60,000","man","Part-time",""
193,"pos","it sounds like a coach pumping him up so that will give the courage  to complete the job ",0,"nondom",1,1.3,"do",37,4,5,10,15,20,25,30,35,40,45,50,1,2,1,1,1,2,1,1,1,2,1,1,1,38,"black","GED","$20,001-$40,000","woman","Full-time",""
194,"pos","The manager is encouraging me to do my best. My manager wants me to earn a bonus for my hard work.  My manager believes I can complete the task.",0,"nondom",1,2.8,"do",40,6,10,20,30,40,50,60,70,80,90,100,5,3,4,4,1,5,1,1,2,2,1,1,1,46,NA,"MA","$100,001-$120,000","woman","Full-time",""
195,"pos","It's supportive and competitive sounding, to say ""do your absolute best"" is a good way to encourage someone to work hard. ",1,"dom",6,4.3,"do",36,7,100,100,85,81,89,78,79,82,94,100,7,5,5,4,3,7,3,3,1,5,1,1,1,26,"hispanic","4yearColl","$40,001-$60,000","woman","Full-time",""
196,"pos","This message is best for somebody who likes challenges and is rewarded by hard work. Somebody who doesn't mind being pushed to the limit in order to succeed would take this message positively. ",0,"nondom",2,3.1,"do",35,4,10,20,30,40,50,60,70,80,90,100,5,4,2,2,4,5,1,2,2,4,1,1,1,40,"black","2yearColl","$80,001-$100,000","man","Full-time",""
197,"neg","They might think that they are being judged with how they perform, which would make them feel very anxious moving forward.",0,"nondom",1,1.6,"skip",28,2,12,24,33,41,50,56,63,75,87,100,4,1,1,1,1,4,1,1,1,1,1,1,1,25,"white","4yearColl","$80,001-$100,000","man","Full-time","None thank you!!"
198,"pos","They might feel inspired and like they need to impress the manager",1,"dom",4,3.3,"do",25,5,10,20,30,40,50,60,70,80,90,100,5,3,3,5,3,3,2,3,3,3,1,1,1,40,"asian","2yearColl","$160,001-$180,000","woman","Part-time",""
199,"neg","This task is been known for a while. It is expected of you to get it done.",0,"nondom",2,3.2,"do",50,7,5,8,11,15,20,26,34,38,42,50,4,3,2,5,1,5,1,7,1,3,1,1,1,42,"white","2yearColl","$60,001-$80,000","man","Full-time",""
200,"neg","The employee might react negatively towards the message because it sounds like a threat.",0,"nondom",2,4.1,"do",45,1,10,20,30,40,50,60,70,80,90,100,4,3,6,4,4,6,2,4,5,3,1,1,1,33,"asian","MA","$140,001-$160,000","man","Full-time",""
201,"neg","The employee may feel like this message is pressuring them, and might be a vaguely threatening thing to read before this task. They might think the manager is desperate for a bonus as well.",0,"nondom",1,2.1,"do",43,2,60,70,80,90,90,100,100,100,100,100,3,1,2,3,1,4,2,1,3,1,1,1,1,30,"white","2yearColl","$0-$20,000",NA,"Part-time",""
202,"pos","This is my chance to really go above and beyond and prove myself in this task. ",0,"nondom",2,2.1,"do",41,6,10,20,30,40,50,60,70,80,90,100,2,2,2,2,1,2,1,6,1,2,1,1,1,36,"white","4yearColl","$140,001-$160,000","man","Full-time",""
203,"neg","It seems almost threatening in nature. It's also adding quite a bit of stress to the user by letting them know the consequences of failing.",1,"dom",5,3.3,"do",45,2,100,90,90,85,80,70,35,0,0,0,5,2,1,5,1,6,2,2,6,3,1,1,1,37,"white","MA","$100,001-$120,000","man","Full-time","N/A"
204,"pos","Although I don't think they would have a good feeling about this, but i think it would be helpful as they feel like everythign is honest",0,"nondom",1,1.5,"do",30,4,100,100,100,100,100,100,100,100,100,100,2,1,1,1,3,1,1,1,1,3,1,1,1,NA,"white","PHD","$80,001-$100,000","woman","Full-time",""
205,"pos","This message should motivate the employee to do their best because it is encouraging without being forceful, so they should not feel to much pressure when reading it.",0,"nondom",2,2,"do",45,6,10,20,25,31,40,50,59,73,87,100,2,3,1,1,2,4,1,1,2,3,1,1,1,40,"white","2yearColl","$40,001-$60,000","man","Full-time",""
206,"pos","the employee might feel that the manager has high expectations and trust in their ability to suceed which can be motivating they could also appreciate the clear communications about the stakes seing the manager are someone.",0,"nondom",1,4.2,"do",30,6,35,68,13,17,22,27,35,37,44,49,4,2,6,7,3,6,4,5,3,2,1,1,1,33,"black","4yearColl","$40,001-$60,000","man","Full-time",""
207,"neg","They might feel pressured, undervalued or resentful towards the manager",0,"nondom",3,3.6,"do",28,6,25,34,37,27,45,30,53,51,79,73,5,2,4,4,3,4,4,5,2,3,1,0,0,38,"white","4yearColl","$40,001-$60,000","man","Full-time",""
208,"neg","I don't like how the manager is treating me. He is using money as a tool against me.",0,"nondom",2,3.9,"do",27,3,16,30,35,40,46,57,65,74,84,92,5,5,3,4,3,4,5,4,3,3,1,1,1,27,"white","4yearColl","$40,001-$60,000","man","Full-time",""
209,"pos","By now you know about the task at hand. I know you will get in there and do the best you can around all the rounds. Understand, if you don't complete the task nor do it well, you will unfortunately not receive the complete bonus but we know you tried.",0,"nondom",1,2.1,"do",26,3,3,8,13,19,23,29,33,39,44,50,3,2,1,1,1,3,1,7,1,1,1,1,1,69,"white","2yearColl","$80,001-$100,000","woman","Part-time","Thank you for the study"
210,"pos","I think that the individual could have positive thoughts about this message because it appears that the message is encouraging. It gives the individual freedom to complete the task, and the manager is saying that all they need to do is to complete their absolute best. ",1,"dom",4,2,"do",40,6,0,4,7,13,23,44,75,100,100,100,4,2,2,1,1,3,1,2,2,2,1,1,1,27,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
211,"neg","The manager may be condescending by saying that the employee needs to complete the task and do it well, as if the employee needs to be reminded that their normal work won't be good enough. The employee might feel disrespected.",0,"nondom",2,1.3,"do",45,3,10,21,30,40,50,70,80,87,95,100,1,1,1,1,2,2,1,1,1,2,1,1,1,42,"white","2yearColl","$60,001-$80,000","man","Full-time",""
212,"pos","The employee might have a positive reaction to this message because it is direct and straightforward as opposed to ambiguous ",1,"dom",5,2.6,"do",37,3,10,20,30,40,50,60,70,80,90,100,5,2,3,2,2,2,2,2,3,3,1,1,1,46,"white","MA","Over $200,000","man","Full-time",""
213,"neg","Because it implies that the manager does not really have their back when it comes to the assignment. Its also more of an order than a team building exercise or something that the manager is being supportive with. ",0,"nondom",2,3,"do",35,2,0,0,10,10,25,35,50,65,75,100,5,5,2,3,3,1,2,1,5,3,1,1,1,25,"white","2yearColl","$40,001-$60,000","man","Full-time",""
214,"neg","This message puts too much emphasis on the bonus. It gives the sense that the employee will get in trouble if they don't get a perfect score. This will raise the stress level, which increases the likelihood that they will mess up.",0,"nondom",1,2.2,"skip",35,1,10,20,30,40,50,60,70,80,90,100,3,3,1,2,1,6,1,1,1,3,1,1,1,33,"white","2yearColl","$60,001-$80,000","man","Full-time",""
215,"pos","They could have a positive reaction to that message because it indicates that they as the employee have control over their bonus and feel that they will be rewarded for doing well.",0,"nondom",2,3.1,"do",42,4,0,0,5,20,35,45,55,75,90,100,5,4,1,2,3,5,2,2,3,4,1,1,1,36,"white","4yearColl","$120,001-$140,000","man","Full-time",""
216,"neg","They may think that the manager is implying they are incapable when they hear they will not get the bonus if they don't work well.",1,"dom",4,3,"do",40,5,80,90,100,100,100,100,100,100,100,100,5,4,2,2,6,2,2,2,2,3,1,1,1,35,"white","MA","$20,001-$40,000","man","Full-time","None"
217,"neg","Someone may feel like pressure is on them to perform. They may feel like they have no choice to not do the task.",0,"nondom",2,1.8,"skip",25,3,6,13,21,29,40,45,50,60,80,100,1,2,1,1,2,4,2,1,2,2,1,1,1,49,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
218,"neg","The end of the message feels threatening, intimidating the employee about not getting a full bonus.  It also feels commanding, stating that ""it's time to get in there and do your absolute best"". ",0,"nondom",2,2,"do",20,3,20,30,40,50,56,60,70,85,90,100,2,4,1,1,3,2,2,1,2,2,1,1,1,48,"white","2yearColl","$80,001-$100,000","man","Full-time",""
219,"neg","It may make them resent the manager or not work to the fullest capability.",0,"nondom",1,2.9,"do",50,5,1,3,5,7,7,7,5,5,6,100,5,5,2,2,2,2,2,1,2,6,1,1,1,39,"multiracial","GED","$20,001-$40,000","man","Full-time",""
220,"neg","You are using a stick instead of a carrot. I think people would rather be praised/encouraged rather than threatened.",0,"nondom",2,2.8,"do",40,2,100,100,100,100,100,100,100,100,100,100,5,5,2,3,2,5,1,1,2,2,1,1,1,46,"white","2yearColl","Over $200,000","man","Full-time",""
221,"pos","They may feel positive that the manager has faith in the fact that they are well aware and capable of the task.  They may also like the encouragement to go ahead and do their best.",0,"nondom",2,3,"skip",35,3,10,10,10,10,10,10,10,10,10,10,5,4,1,1,2,4,3,2,3,5,1,1,1,46,"white","4yearColl","$160,001-$180,000","woman","Part-time",""
222,"neg","It assumes the employee knows the task already. Message sounds more demanding than encouraging.",0,"nondom",2,2.6,"do",50,3,10,20,30,40,50,60,70,80,90,100,5,1,1,2,3,5,2,1,3,3,1,1,1,27,"white","4yearColl","$140,001-$160,000","man","Full-time",""
223,"neg","the message is kind of negative, so a negative response wouldn't be odd to me. I think it's basically a threat and not motivating them at all",0,"nondom",1,2.6,"skip",25,2,7,11,17,23,30,40,49,57,69,100,5,2,1,1,2,5,1,1,2,6,1,1,1,30,"white","4yearColl","$180,001-$200,000","woman","Full-time",""
224,"neg","The tone of the sentences seem condescending therefore could be discouraging ",0,"nondom",1,2.3,"skip",28,2,3,13,27,38,47,59,63,76,84,100,5,2,2,1,3,2,1,1,3,3,1,1,1,37,"asian","4yearColl","Over $200,000","woman","Temporarily laid off",""
225,"pos","This message sounds most personally supportive. They know the task and and are psyching them up, not demanding. ",1,"dom",6,1.9,"do",35,5,10,27,50,50,73,85,85,95,100,100,2,1,1,2,1,1,2,1,4,4,1,1,1,40,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
226,"pos","If the employee has a competitive nature, asking them to do their absolute best may activate that motivation. The phrase ""It's time to get in there"" sounds very much like something a high school sports coach would say, and I feel like this would encourage the employee to see you as their coach.",0,"nondom",2,2.2,"do",25,3,50,100,100,100,100,100,100,100,100,100,2,1,5,2,1,5,1,1,3,1,1,1,1,36,"white","MA","$0-$20,000","woman","Part-time",""
227,"neg","This message is not encouraging and comes across as a threat.  If you don't do it, you will not get the full bonus.  It is not at all warm or friendly.  ",0,"nondom",1,2.2,"skip",36,2,50,50,75,100,100,100,100,100,100,100,2,2,2,1,2,2,2,1,3,5,1,1,1,48,"white","GED","$160,001-$180,000","woman","Part-time",""
228,"neg","The message is using the threat of not getting a bonus to try to inspire the person to do well. Not everyone responds well to threats, so it can be viewed very negatively.",0,"nondom",1,2.3,"skip",30,1,19,29,40,50,60,70,75,80,90,100,2,6,2,2,2,2,1,2,2,2,1,1,1,48,"white","4yearColl","$140,001-$160,000","man","Full-time",""
229,"pos","I believe it is implied in the message should the employee did a good job he will get a full bonus. So that's the positive thing he will take from the message.",0,"nondom",1,3.2,"skip",36,2,5,10,15,20,25,30,35,40,45,50,5,4,2,4,3,5,2,2,2,3,1,1,1,32,"black","4yearColl","$160,001-$180,000","man","Full-time","I have none."
230,"neg","'Do your absolute best' may put unwanted pressure on the employee. There's also a difference between completing something and doing it well, the latter being an additional factor for the employed to worry about. I'd wager the employee might worry more about doing well than completing the task, feeling their manager only cares about what looks best and not the pressure their employee feels.",0,"nondom",2,1.6,"do",40,3,11,15,27,35,51,68,70,85,90,100,1,1,1,1,1,1,2,1,3,4,1,1,1,28,"white","4yearColl","$0-$20,000","woman","Full-time",""
231,"pos","I feel that adding the ""if you don't"" part gives off a negative emotion. You want to encourage not scare. ",0,"nondom",1,4.8,"do",50,7,0,0,0,10,15,25,40,60,80,100,7,5,6,5,6,5,4,1,5,4,1,1,1,21,"black","GED","$0-$20,000","man","Part-time",""
232,"neg","It seems a little demanding and could cause the employee to no longer want to complete the task. “get in there and do your absolute best across all round” isn’t encouraging but demanding. ",0,"nondom",1,2.2,"skip",35,2,60,75,75,80,80,85,85,90,95,100,5,2,2,1,1,5,1,1,1,3,1,1,1,36,"black","2yearColl","$40,001-$60,000","woman","Full-time",""
233,"pos","I think the whole message is positive.  The last part may throw some pressure but it is not saying they will fail.  I think if i received this message it would be clear and to the point. ",1,"dom",5,2.8,"do",40,5,100,100,100,100,100,100,100,100,100,100,5,3,1,2,3,5,1,1,2,5,1,1,1,45,"white","2yearColl","$160,001-$180,000","man","Full-time",""
234,"neg","This message might make the employee feel pressured and controlled, seeing the manager as demanding and unsupportive rather than encouraging, which could damage trust. They might feel their autonomy is being undermined, leading to resentment or a perception that the manager is only focused on their own bonus.


",0,"nondom",1,1.2,"do",30,2,10,20,30,40,50,60,70,80,89,100,1,1,1,1,2,1,1,1,1,2,0,1,0,25,"black","4yearColl","$160,001-$180,000","man","Full-time",""
235,"neg","The employee could interpret this message as demoralizing and demanding. It leaves little to no room for human error, which can be frustrating!",0,"nondom",1,1.2,"do",50,5,50,50,50,50,50,100,100,100,100,100,1,1,1,1,1,1,1,1,2,2,1,1,1,37,"white","4yearColl","$80,001-$100,000","woman","Part-time","N/A"
236,"neg","the employee might feel like i am badgering them to do the task. they may also feel like i am not being supportive in a positive and encouraging way.",0,"nondom",1,2.6,"skip",10,1,10,20,30,40,50,60,70,80,90,100,5,2,1,1,2,6,2,2,2,3,1,1,1,46,"multiracial","4yearColl","$100,001-$120,000","woman","Full-time",""
237,"neg","The employee can have a negative reaction due to this message containing more negative tone. It puts more weight on the employee as it brings in the fact that they will not get the complete bonus if they dont do a good job. ",0,"nondom",1,2.9,"do",46,6,5,5,10,10,20,25,25,50,50,50,3,3,3,3,2,5,3,1,3,3,1,1,1,29,"asian","4yearColl","$40,001-$60,000","woman","Full-time",""
238,"neg","They feel like their being pressured to perform well, if not they won't be getting a bonus. It feels forced.",0,"nondom",2,2.4,"skip",37,3,12,29,33,41,45,57,72,83,94,100,2,2,2,2,1,3,5,1,2,4,1,1,1,35,"asian","2yearColl","$100,001-$120,000","woman","Full-time",""
239,"neg","I think it is pretty negative when it states ""if you dont complete it and do well, you will not get the full bonus""",0,"nondom",1,1.9,"do",40,6,100,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,1,1,2,3,1,1,1,31,"white","MA","Over $200,000","woman","Full-time",""
240,"pos","The message seems energized and exciting. It is encouraging in a way that may pump up the person and encourage them to do well at the task. ",1,"dom",6,2,"do",50,6,100,100,100,100,100,100,100,100,100,100,3,2,1,1,1,4,1,2,1,4,1,1,1,37,"white","GED","$100,001-$120,000","woman","Full-time",""
241,"pos","They would be motivated to do well. If they do well and get rewarded they will appreciate their manager.",1,"dom",5,3.8,"do",50,6,17,39,61,80,100,100,100,100,100,100,6,4,3,3,2,6,2,2,6,4,1,1,1,42,NA,"PHD","$100,001-$120,000","man","Full-time",""
242,"pos","My manager thinks I can do my best. They want me to succeed so I will get my bonus.",1,"dom",5,2.4,"do",31,6,10,20,29,40,54,59,70,79,91,100,2,2,2,2,1,4,3,1,3,4,1,1,1,41,"white","GED","$60,001-$80,000","woman","Full-time",""
243,"pos","The employee might appreciate the manager's directness and clarity. understanding that the message shows the manager has high expectation and believes they are capable of doing well.",0,"nondom",2,4.1,"do",41,5,33,42,52,55,58,64,67,66,70,72,4,3,7,6,1,5,6,5,1,3,1,1,1,33,"white","4yearColl","$40,001-$60,000","man","Full-time","Thanks for the opportunity"
244,"pos","The employee may see this message as positive because the manager is suggesting that the employee typically does a great job and that on this task it should be no different. ",0,"nondom",1,3.6,"do",40,3,0,10,20,30,40,50,60,70,90,100,6,3,2,6,2,6,1,5,2,3,1,1,1,27,"multiracial","PHD","$160,001-$180,000","man","Full-time",""
245,"pos","They are assuming they know the task at hand and don't need a refresher. It also also fairly curt in the delivery.",0,"nondom",1,2,"skip",15,2,100,100,100,100,100,89,86,85,81,78,2,7,1,1,1,1,2,1,2,2,1,1,1,43,"white","GED","$180,001-$200,000","man","Full-time",""
246,"neg","The employee might feel micromanaged, pressured, or threatened by the message, perceiving it as a lack of trust in their abilities.",0,"nondom",1,4.1,"do",37,6,66,88,82,67,66,66,78,69,75,70,6,2,5,5,3,6,3,6,2,3,1,1,1,24,"black","4yearColl","$40,001-$60,000","man","Part-time",""
247,"neg","Well.. ..To say the least, this particular messaging is Patronizing.  And, controlling.  

That, I make it sound like I'm the one who's determining my employee's fate, also, doesn't help matters.",0,"nondom",1,2.3,"skip",0,1,0,21,30,40,50,60,70,80,90,100,4,1,2,2,1,4,1,2,2,4,1,1,1,43,"black","GED","$20,001-$40,000","man","Full-time","i think i'd rather have worked on the shape-picker task. :-)."
248,"pos","The employee might feel respected and trusted by their manager, believing that their efforts are appreciated and the manager genuinely cares about their success. This positive perception can cultivate loyalty and a stronger sense of commitment to preforming at their best.",1,"dom",6,4,"do",37,6,55,61,73,52,65,48,55,49,50,61,5,3,6,5,2,6,4,5,1,3,1,1,1,58,"black","4yearColl","$60,001-$80,000","man","Full-time",""
249,"neg","the message sounds very aggressive and confrontational ",0,"nondom",1,3.8,"do",35,2,11,23,33,43,54,64,72,81,91,100,5,5,5,5,2,6,2,1,5,2,1,1,1,44,"white","4yearColl","$80,001-$100,000","man","Full-time",""
250,"pos","The employee might appreciate the directness and clear expectations from the manager, valuing the manager's honesty about the bonus being tied to performance. This could foster a sense of trust and transparency in their professional relationship.",0,"nondom",1,3.2,"do",30,2,4,10,20,30,40,50,60,71,80,100,6,2,6,2,2,6,2,2,2,2,1,1,1,44,"white","4yearColl","$100,001-$120,000","man","Full-time",""
251,"pos","The manager acknowledges that the employee has an understanding of the task.  This will make the employee feel intelligent and is positive.",1,"dom",5,1.7,"do",30,6,14,25,35,46,57,70,85,94,97,100,2,3,1,1,1,2,1,1,2,3,1,1,1,54,"white","4yearColl","Over $200,000","man","Full-time",""
252,"neg","It says the statement ""if you don't complete it and do it well"" and then lists a consequence, you will not get the full bonus. It is concentrating on all negative things. ",0,"nondom",1,3.8,"skip",40,3,100,100,100,100,100,100,100,100,100,100,5,3,5,3,3,5,3,5,3,3,1,1,1,34,"white","4yearColl","$140,001-$160,000","woman","Full-time",""
253,"neg","The employee would likely have a negative perception of me if I chose to send this message because it comes off as strict and demeaning. I would not choose this message because it expects a lot from a stranger, and I think they would not care about me or the task at hand because they would see the situation as not that serious then perform poorly. ",0,"nondom",1,3.1,"do",40,5,0,5,10,20,30,40,50,70,85,100,3,3,6,2,2,5,3,1,3,3,1,1,1,33,"white","GED","$0-$20,000","man","Part-time",""
254,"pos","The manager has a friendly demeanor and seems to want me to reach my full potential. ",0,"nondom",2,2,"do",36,5,0,0,0,0,74,0,74,0,0,100,2,2,2,1,1,2,2,2,3,3,1,1,1,NA,"white","4yearColl","$100,001-$120,000","woman","Part-time",""
255,"neg","The employee might feel as though you have little confidence in their integrity and work ethic and therefore feel the need to threaten them with their bonus to make them perform their work adequately. ",1,"dom",6,3.4,"do",50,4,0,10,15,20,25,30,35,40,45,100,5,4,2,2,3,5,2,2,5,4,1,1,1,47,"white","4yearColl","$160,001-$180,000","man","Full-time","none"
256,"pos","They might act positively to this thinking that they need to work really hard to get the bonus and they know up front what needs to be done and what's expected. So it's pretty transparent that the better they do the more bonus that they'll receive.",0,"nondom",1,2.9,"do",50,2,20,30,40,50,60,70,80,90,95,100,6,1,3,2,1,2,3,2,7,2,1,1,1,57,"white","4yearColl","$20,001-$40,000","man","Full-time",""
257,"pos","It does insinuate that you are capable of doing the project well enough for the full bonus. It also clearly lays out why you should pay attention to the assignment.",0,"nondom",1,2.3,"do",40,3,62,68,74,77,81,84,90,93,98,100,2,3,2,2,3,2,2,2,2,3,1,1,1,NA,"white","MA","$120,001-$140,000","woman","Full-time",""
258,"pos","The employee might have a positive impact or reaction to the message above only by knowing that the manager would want the absolute best for them. Also, knowing that the manager is a no-nonsense manager and frowns on failure would serve as a motivation.",0,"nondom",1,4.7,"skip",20,3,45,45,45,45,50,56,70,100,100,100,7,1,6,6,5,5,1,5,5,6,1,1,1,26,"black","4yearColl","$140,001-$160,000","man","Full-time",""
259,"neg","The message comes off demanding and cold, if I were the employee this would not motivate me to do well.",0,"nondom",1,2.5,"do",10,2,10,20,30,40,50,60,70,80,90,100,5,5,1,1,1,6,2,1,1,2,1,1,1,27,"white","GED","$80,001-$100,000","man","Part-time",""
260,"neg","They might think this message is very demanding and will react by thinking negatively towards the manager because he seems overbearing and stern. ",0,"nondom",1,2,"do",36,3,7,17,28,40,53,65,75,86,94,100,3,1,2,2,2,3,1,1,2,3,1,1,1,63,"white","2yearColl","$20,001-$40,000","man","Full-time",""
261,"pos","They'll reach positively because I'm giving them words of encouragement and advice to do well. I win if they win. ",1,"dom",6,2.3,"do",49,6,15,30,44,61,75,75,100,100,100,100,4,2,1,2,2,5,2,1,2,2,1,1,1,32,NA,"4yearColl","$40,001-$60,000","woman","Full-time",""
262,"pos","The employee might appreciate the mangers honesty and clear expectation, which can foster trust and motivate them to perform their best. They may also feel valued through direct communication, strengthening their respect for the manager.",0,"nondom",1,2.3,"do",29,6,5,20,40,54,54,58,62,65,72,78,2,2,1,1,2,5,2,4,2,2,1,1,1,39,"white","4yearColl","$100,001-$120,000","man","Full-time",""
263,"neg","The employee might feel pressured or micromanaged, interpreting the message as demanding and unsupportive. this could lead them to view the manager as more focused on their own bonus than on encouraging mutual success.",0,"nondom",1,3.8,"do",37,5,13,20,29,37,43,50,58,64,72,82,4,3,5,6,2,5,4,5,1,3,1,1,1,45,"white","4yearColl","$60,001-$80,000","man","Full-time","Great survey, Thanks!"
264,"pos","They could be happy that the boss is encouraging to their best and use that as a motivator",1,"dom",5,4.1,"do",45,5,44,56,66,66,56,69,67,62,76,52,5,4,4,4,4,5,3,5,4,3,1,1,1,27,"black","2yearColl","$40,001-$60,000","woman","Full-time","nope"
265,"pos","Even though it's hard to imagine getting a positive reaction to this message, maybe this kind of message could make a person feel more determined, and be grateful to the manager for being straightforward and honest about his expectations and the consequences of failing. ",0,"nondom",1,1.7,"skip",40,2,10,30,40,50,50,70,80,90,100,100,2,2,1,2,1,2,1,1,2,3,1,1,1,30,"white","MA","$40,001-$60,000","woman","Part-time",""
266,"pos","i guess they would need to see this as tough love. this is rather factual rather than positive",0,"nondom",1,2.8,"skip",5,3,100,100,100,100,100,100,100,100,100,100,5,3,1,2,3,3,3,2,3,3,1,1,1,59,"white","4yearColl","$20,001-$40,000","woman","Part-time",""
267,"neg","They might be worried about not receiving a bonus despite their best efforts ",0,"nondom",3,3.1,"do",30,4,3,13,18,30,38,46,61,70,85,100,5,3,1,3,3,4,2,3,2,5,1,1,1,32,"white","4yearColl","$20,001-$40,000","man","Full-time",""
268,"neg","It shows that their bonus is only contingent on this particular task. It does not look at the employee as a whole and their efforts in their day-to-day job. ",0,"nondom",2,2.6,"do",40,2,100,100,100,100,100,100,100,100,100,100,3,3,2,2,2,2,3,2,4,3,1,1,1,38,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
269,"neg","The second sentence is framed with a negative outcome (""you will not get the full bonus"").  This may discourage the employee. It would be better to make a positive statement of the results of doing well.",0,"nondom",2,1.6,"do",35,3,10,20,70,75,80,92,94,96,98,100,1,2,2,2,1,1,2,1,2,2,1,1,1,63,"white","MA","$100,001-$120,000","man","Full-time","none"
270,"neg","I think the above message is suggesting that the employee doesn’t normally do their best work. I would find it a little insulting. The message doesn’t sound very trusting of the employee",0,"nondom",2,1.5,"skip",45,2,100,100,100,100,100,100,100,100,100,100,2,2,1,1,1,2,1,1,2,2,1,1,1,44,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
271,"neg","My manager does not care about me. All he cares about is his own bottom-line.",0,"nondom",1,2,"skip",20,1,100,100,100,100,100,100,100,100,100,100,1,1,1,1,1,6,1,1,1,6,1,1,1,49,"white","4yearColl","$120,001-$140,000","man","Full-time",""
272,"neg","it sounds absolutist to me the person who sees this message will feel more pressure to complete the task flawlessly. The message does not encourage, instead it berates the user to perform well or else",0,"nondom",1,1.7,"do",35,2,10,20,30,40,50,75,100,100,100,100,1,2,1,1,2,2,3,1,2,2,1,1,1,29,"white","GED","$60,001-$80,000","man","Full-time",""
273,"pos","They could look up to their manager because the manager motiviates his workers.  The manager might motivate them to do their best and to work hard for their goals, and the manager might show that he cares by investing time and training with their workers.  ",0,"nondom",1,2,"do",45,7,100,100,100,100,100,100,100,100,100,100,3,2,1,1,1,5,1,1,2,3,1,1,1,41,"hispanic","4yearColl","$40,001-$60,000","woman","Full-time",""
274,"neg","i thunk he may be annoyed by the pressure and scared he may lose his job",0,"nondom",3,4.1,"do",29,5,6,7,21,48,60,63,66,87,94,100,3,3,5,4,5,4,4,4,5,4,1,1,1,45,"black","4yearColl","$120,001-$140,000","man","Full-time",""
275,"neg","The message has a cold tone to it and is more or less about the bottom line. It's not encourgaging it's more so demanding.",0,"nondom",1,3.7,"do",40,3,100,100,100,100,100,100,100,100,100,100,7,4,5,3,2,6,2,2,2,4,1,1,1,33,"black","4yearColl","$40,001-$60,000","woman","Part-time",""
276,"pos","This Can Motivate and Help and Encourage Them To At Least Try Their Best and Work Very Hard to Earn the Bonus and Not Stress Out or Pressure Themselves and Don't Slack Off With This Task.",1,"dom",4,2.2,"do",30,5,50,50,50,75,75,100,100,100,100,100,1,2,2,2,1,4,5,1,1,3,1,1,1,24,"black","GED",NA,"man","Part-time",""
277,"neg","this message sounds like a threat and it focuses on the negative consequence.",0,"nondom",2,2.7,"skip",10,2,18,30,48,56,70,72,79,85,89,100,3,3,3,2,2,3,3,2,3,3,1,1,1,49,"asian","4yearColl","$160,001-$180,000","woman","Part-time",""
278,"neg","I do not feel the message has any words of encouragement. It lacks enthusiasm and appreciation. Further, the message is focusing on consequences over motivation.",0,"nondom",1,1.7,"do",25,2,10,20,30,40,50,60,70,80,90,100,4,1,1,1,1,4,1,1,1,2,1,1,1,51,"white","GED","$20,001-$40,000","woman","Full-time","Thank you for this unique study. I really enjoyed it. Have a great day."
279,"neg","The employee might be pressured or undervalued, thinking the manager is only focused on result or not on their well-being, which could lead to frustration or depressed motivation. ",1,"dom",5,3.8,"do",30,5,60,70,60,80,70,60,70,60,70,80,5,2,5,4,4,4,4,5,2,3,1,1,1,72,"black","4yearColl","$40,001-$60,000","woman","Full-time","Thanks for giving this opportunity."
280,"neg","it would feel as though they will look down on you if you don't do well or are not good enough if you don't recieve the bonus.  it would make me not want to try hard as it feels like part of the aspect should be to have fun ",0,"nondom",2,3.1,"skip",17,3,19,30,39,46,50,55,61,65,78,91,2,3,3,5,3,3,3,3,3,3,1,1,1,48,"white","2yearColl","$80,001-$100,000","man","Full-time",""
281,"pos","they might have a positive reaction knowing there is a bonus and working towards that bonus. They might be grateful towards the manager for offering a bonus.",1,"dom",5,1.4,"do",35,6,25,40,50,60,70,75,80,85,90,100,1,2,1,1,1,4,1,1,1,1,1,1,1,31,"white","4yearColl","$20,001-$40,000","man","Full-time",""
